train_loss,val_loss
808935.2095701044,5542.596879390153
2588.695706540888,656.88865542615
455.547975063324,321.08933704820544
212.84376023032448,142.14384481581774
135.16246756640348,103.60219657421112
88.14377442273226,54.55871150439436
52.95492200959813,31.084637028249826
27.922044426202774,14.759133852340959
13.72541746835817,7.517194681208242
7.5339873812415386,4.528921619396318
4.652934633534063,3.312084599313411
3.4217163564806636,2.808320406147025
2.8690504492683844,2.5705119550905446
2.61649372225458,2.453043969517404
2.490212996913628,2.3903555304489355
2.4152999388223346,2.360652667216279
2.368483770977367,2.3364029797640713
2.343573847616261,2.322868014262481
2.329045609994368,2.3158328658477827
2.3187071098522707,2.30980389023369
2.313543600114909,2.3072840490124444
2.309947931969708,2.306350263004953
2.3073416944931853,2.3051172095266255
2.305775712159547,2.3041145171631467
2.3047839636829766,2.305162854831327
2.303818516771902,2.3032115728340368
2.3033840131353247,2.3020206547596236
2.303288774056868,2.299564963714643
2.3001994521103124,2.289012663066387
2.2936427003958006,2.2564727054400877
2.2741868651726027,2.209721301258965
2.255196834152395,2.1624124693599613
2.2480924281884325,2.1293997783213854
2.1804468885741453,1.9986929441378876
2.136778984388167,1.955662071027539
2.115623711354353,1.9641996444287626
2.1178671815855936,1.9390205923806538
2.114537960934368,1.9321472726931626
2.1193034545603124,1.9370439284565775
2.111360650509596,1.9301424012942747
2.1078611090779305,1.9028894616798921
2.108307434753938,1.9554487324573777
2.1115923874418843,1.9472407657991757
2.112494110045108,1.9235998488623987
2.11179104227234,1.9215724471617828
2.1130606796253812,1.9104310470548542
2.1053056752478536,1.9620500984178348
2.1084758366712113,1.9219026606191287
2.1035136563534085,1.9653785462406548
2.0941883882677015,1.9306772181933576
