train_loss,val_loss
618948.5883667686,7804.261370145462
1325.8311831517653,647.9405722916126
264.2651866891167,255.2535670751875
143.8827165094289,153.6269141164693
88.76346581632441,113.49506628242406
56.93612169677561,62.3286778384989
32.17393748326735,36.706046643582255
15.33291034129533,20.07218571413647
7.528772910548882,12.170823553746397
4.575772357596592,7.8584889099001884
3.401609844782136,5.634570083157583
2.881818510591984,4.272931466048414
2.6410463520071725,3.493894450366497
2.4887305393137713,3.0371505966918035
2.4097087146206335,2.7207407368855043
2.3611274412409826,2.5603058913891967
2.342241312292489,2.469702420925552
2.32880570163781,2.396568625826727
2.31623414023356,2.3627328015863895
2.313375324349512,2.3432991304858164
2.308721385557543,2.3262669928371906
2.3054639026522636,2.3197017552500423
2.303646719591184,2.3103457072919067
2.2997043694962156,2.306235319511457
2.297589246860959,2.3019861206412315
2.2880080481144516,2.30667678673159
2.2419886128468947,2.246713626283136
2.2083397599106487,2.229393370280212
2.1792606531896372,2.202761635692282
2.1349304392933846,2.090962628918615
2.003265176645734,1.9468489849770612
1.9457764840600165,1.943347429010001
1.9272240043025126,1.9252620755948804
1.9164869595657696,2.055077171884477
1.906508138233965,1.9069585730745033
1.8961286780170419,1.9594629493288018
1.8959638796408067,1.9603265585716476
1.892325247214599,1.8706991350786253
1.893889588557861,1.8803736447271975
1.8959174511784858,1.8961464691568504
1.8881230831823566,1.985232654789632
1.8910651889375665,1.9166406292298979
1.889446016231721,1.9551995482973077
1.8863602089272304,1.9199681529267267
1.8872460941360756,1.8910966662859374
1.8846752066165209,1.888570622117682
1.8813844947991045,1.9031308049505407
1.8795542168346318,1.8984081696041606
