train_loss,val_loss
2.309840100055391,2.3034066178581933
2.3032469014552506,2.3031351170079275
2.3033689304508944,2.3028046915476974
2.303292433985255,2.3034353991123764
2.303281457925385,2.3026414479721677
2.3034311516041104,2.303411979228258
2.303247454152866,2.303107118064707
2.3031738732348788,2.303047998384996
2.3032166940922085,2.302803633903915
2.303230545398864,2.303243751891635
2.3033301461149347,2.3032506948167626
2.3033211732452568,2.303410600532185
2.303229763426564,2.3027679293670436
2.3033080900257286,2.3034119771962818
2.303312200375579,2.3028440336612137
