train_loss,val_loss
1.836483364247463,1.7157865462994033
1.5567358486693015,1.466723533897576
1.4365493460473688,1.4054113766601817
1.3556321287019686,1.2911479060368782
1.287509772079912,1.2659701600416817
1.229384009557014,1.2366342833900654
1.1903266838159074,1.2212741009637036
1.1565827154131099,1.2373763231391257
1.1256640807471492,1.1580424382436005
1.0935716890645297,1.1664918079040945
1.0698127240281214,1.1148570607712662
1.0494183736260643,1.104913581459021
1.0291903726756573,1.1062486474402249
1.0124778407202526,1.0887836795723573
0.9950699418444525,1.0999975160441615
0.9757782720368017,1.096347512634979
0.9661590579727833,1.1126227933828803
