train_loss,val_loss
2.142743430693041,1.871452888812531
2.0028490642593666,1.6486484042622827
1.946400015022267,1.5868557104840875
1.9008444214070386,1.5398518556559628
1.874953607943925,1.4994201443412087
1.8474983535706997,1.4358208231966605
1.8252271920103917,1.42224516203119
1.8025890788571401,1.3938655512915417
1.7814669905399734,1.3637856162491848
1.7841453133997591,1.379201039925895
1.7686691700734876,1.3211339744315906
1.752329811792482,1.3410701848651199
1.7368409736928614,1.30351092598655
1.7200636249035597,1.2818241970698265
1.720934933898124,1.2881791448982602
1.6983386481350118,1.2639431346377188
1.6991532329808583,1.2642247342843225
1.682348500767892,1.2153372996994718
1.6781769867309115,1.238270392429761
1.6615707318891177,1.2235908569683405
1.667922455309467,1.1993102557872506
1.6521347918632356,1.202689616602253
1.6502029425041242,1.1962485629641875
1.6399736058136278,1.1669836362654513
1.6239692545919255,1.1565298967656086
1.6349962501024657,1.1713785799220204
1.607085725377229,1.1525950555012308
1.6170933155173606,1.205621679017151
1.5864378490739248,1.1614576629786328
1.609448741274801,1.1676619711162692
