train_loss,val_loss
612675.7229135687,6334.807554232126
1432.8276234756815,355.0155257203362
253.25150109421122,197.83484855023298
141.9654343995181,103.5177390737967
91.30547203259034,73.50751714272933
61.73799349774014,51.90054031664675
38.617741731080145,26.9168765057217
21.66654866256497,14.191317754035646
11.214477903463624,7.418298400938511
6.300470272248441,4.281018086455085
4.073965526439927,3.142875561998649
3.1076805002310057,2.682948046109893
2.7069008638235657,2.4959002865309063
2.518340930681337,2.425736773928458
2.423817174678499,2.3637939711863343
2.3690915903584524,2.3354749506847425
2.340554848990657,2.3185654116625134
2.325012190436775,2.312123626470566
2.3150728819045154,2.3086173954335125
2.310378301211379,2.300985236736861
2.2962607646530326,2.284468509764834
2.2816288373009725,2.258682439273054
2.2486350190910427,2.2213713875548406
2.2125356149944393,2.195814488286322
2.1816879981620745,2.1512409071014686
2.1615971607918087,2.1224231120537627
2.1212584003806114,2.1151594313030895
2.0670433013953944,2.000381551174955
1.9832076230509714,1.9256786421280017
1.9207697747783228,1.8945263732563367
1.889865511351011,1.8574545133689588
1.8805106830867855,1.8610402635214003
1.8727587371725927,1.8693909841504963
1.8705070990730415,1.8431825424459847
1.8755305798893624,1.90772224674848
1.8703562251546166,1.8833703366531567
1.8758564613420854,1.903170300478285
1.8598296833647923,1.817264917052605
1.8356018359349533,1.8096374114975333
1.8281287173317238,1.9062883139333942
1.8204180801456624,1.8037385756827213
1.8233370191671632,1.7942069297317753
1.8167520238255912,1.8460628627376123
1.8202862622724338,1.837531890212135
1.814846852455627,1.775586417876184
1.8111344973810695,1.8702029300514946
1.8053619368848475,1.8139320911670274
1.7969896573234687,1.7799719536507672
1.7891081595285372,1.7672489116984336
1.7843560322441838,1.7706527155400678
