train_loss,val_loss
840932.8518146168,6556.867265378887
3030.3963977640324,875.7531000050632
549.946434172717,251.29785228317434
200.20570555600253,198.82371230558917
115.43485129963268,109.49394638971849
74.69076376611537,82.00737140395425
48.720622504299335,58.5940033251589
28.00829893079671,33.83926581252705
11.036327015269887,17.814797992733393
5.593288471075621,10.858827219768004
3.864589848301627,7.302105460654605
3.1307034519585697,5.179585349492052
2.7810202674432234,3.950419932942499
2.565036265687509,3.2205779654058544
2.4596243524415926,2.8290615694766696
2.3918930373408576,2.6025584756650706
2.351393644443967,2.4799386144361715
2.3326281014491212,2.409560555422848
2.3250749202614482,2.3648546439680187
2.3161296979947523,2.3436188376085325
2.313139762052081,2.3273820948194373
2.307371328838847,2.3180811804803936
2.3066915903579104,2.3156022893434223
2.3051220066845417,2.3104370666498486
2.3044324263252993,2.3081491934982212
2.304128360341896,2.3067689050327647
2.304160822860219,2.3059180233288896
2.3029394051568075,2.3023809143765406
2.299186849458651,2.286888727410273
2.2477595061063766,2.36907490901649
2.1295738337053494,2.096740396693349
1.9960759734226898,1.9517919207838448
1.9442308070984753,1.955809017812664
1.92537905191156,2.0116885995323006
1.9197908673774113,1.9417269876734777
1.9198242539370602,1.9045787363905797
1.9151708497242494,1.895103440366008
1.9079318998212165,1.9229333026503974
1.9105546823279425,1.9377390691502527
1.9026539710096337,1.8784869558770547
1.9104177152568644,2.007247804494744
1.9020065932788632,1.9061333866451273
1.9413397422229701,3.007663069631566
